endpoint,params,timestamp,row_count
2010/sf1/tract,state=06; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:03.32062,153083
2010/sf1/tract,state=08; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:04.176159,23731
2010/sf1/tract,state=09; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:04.994639,15827
2010/sf1/tract,state=10; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:05.598209,4142
2010/sf1/tract,state=11; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:06.147482,3401
2010/sf1/tract,state=12; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:07.874635,80655
2010/sf1/tract,state=13; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:08.860924,37411
2010/sf1/tract,state=16; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:09.510372,5662
2010/sf1/tract,state=17; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:10.714669,59337
2010/sf1/tract,state=18; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:11.791846,28709
2010/sf1/tract,state=19; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:12.545465,15675
2010/sf1/tract,state=20; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:13.377665,14630
2010/sf1/tract,state=21; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:14.28469,21185
2010/sf1/tract,state=22; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:15.097797,21812
2010/sf1/tract,state=23; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:15.687506,6802
2010/sf1/tract,state=24; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:16.607596,26714
2010/sf1/tract,state=25; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:17.57852,28082
2010/sf1/tract,state=26; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:18.779723,53447
2010/sf1/tract,state=27; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:19.780025,25422
2010/sf1/tract,state=28; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:20.506817,12616
2010/sf1/tract,state=29; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:21.412362,26467
2010/sf1/tract,state=30; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:22.072313,5149
2010/sf1/tract,state=31; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:22.81791,10108
2010/sf1/tract,state=32; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:23.498757,13053
2010/sf1/tract,state=33; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:24.167146,5605
2010/sf1/tract,state=34; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:25.20485,38190
2010/sf1/tract,state=35; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:25.954307,9481
2010/sf1/tract,state=36; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:27.791064,93461
2010/sf1/tract,state=37; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:28.880825,41705
2010/sf1/tract,state=38; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:29.458976,3895
2010/sf1/tract,state=39; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:30.787125,56088
2010/sf1/tract,state=40; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:31.564662,19874
2010/sf1/tract,state=41; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:32.315373,15846
2010/sf1/tract,state=42; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:33.797526,61142
2010/sf1/tract,state=44; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:34.439882,4636
2010/sf1/tract,state=45; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:35.276973,20957
2010/sf1/tract,state=46; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:35.879575,4218
2010/sf1/tract,state=47; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:36.77462,28443
2010/sf1/tract,state=48; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:38.68871,100035
2010/sf1/tract,state=49; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:39.343272,11172
2010/sf1/tract,state=50; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:39.914714,3496
2010/sf1/tract,state=51; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:40.956637,36233
2010/sf1/tract,state=53; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:41.840688,27702
2010/sf1/tract,state=54; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:42.578555,9196
2010/sf1/tract,state=55; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:43.424366,26771
2010/sf1/tract,state=56; vars=P001001;P005004;P005010;P005003;P013001;P012020;P012021;P012022;P012023;P012024;P012025;P012044;P012045;P012046;P012047;P012048;P012049;H004004;H004001,2026-07-24 14:51:44.049169,2508
2020/dhc/state,P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:45.213913,931
2020/dhc/county,P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:46.830111,59052
2020/dhc/tract,state=01; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:47.84513,27303
2020/dhc/tract,state=04; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:49.204646,33535
2020/dhc/tract,state=05; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:50.249836,15637
2020/dhc/tract,state=06; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:53.829671,173451
2020/dhc/tract,state=08; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:54.92959,27493
2020/dhc/tract,state=09; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:55.909301,16777
2020/dhc/tract,state=10; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:56.648628,4978
2020/dhc/tract,state=11; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:57.41262,3914
2020/dhc/tract,state=12; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:51:59.33957,98040
2020/dhc/tract,state=13; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:00.701321,53124
2020/dhc/tract,state=16; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:01.475457,8664
2020/dhc/tract,state=17; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:02.882766,62035
2020/dhc/tract,state=18; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:04.036753,32224
2020/dhc/tract,state=19; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:04.922544,17024
2020/dhc/tract,state=20; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:05.873566,15751
2020/dhc/tract,state=21; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:07.043788,24814
2020/dhc/tract,state=22; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:08.335078,26372
2020/dhc/tract,state=23; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:09.065277,7733
2020/dhc/tract,state=24; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:10.19173,28025
2020/dhc/tract,state=25; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:11.275817,30780
2020/dhc/tract,state=26; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:12.86453,57323
2020/dhc/tract,state=27; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:13.895524,28595
2020/dhc/tract,state=28; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:14.822603,16682
2020/dhc/tract,state=29; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:15.937202,31426
2020/dhc/tract,state=30; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:16.775936,6061
2020/dhc/tract,state=31; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:17.622782,10507
2020/dhc/tract,state=32; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:18.477443,14801
2020/dhc/tract,state=33; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:19.211843,6650
2020/dhc/tract,state=34; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:20.405573,41439
2020/dhc/tract,state=35; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:21.307449,11628
2020/dhc/tract,state=36; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:23.930261,102809
2020/dhc/tract,state=37; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:25.345014,50768
2020/dhc/tract,state=38; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:26.076435,4332
2020/dhc/tract,state=39; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:27.737318,60192
2020/dhc/tract,state=40; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:28.742242,22895
2020/dhc/tract,state=41; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:29.804052,19019
2020/dhc/tract,state=42; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:31.368984,65474
2020/dhc/tract,state=44; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:32.11951,4750
2020/dhc/tract,state=45; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:33.138402,25137
2020/dhc/tract,state=46; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:33.867534,4598
2020/dhc/tract,state=47; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:34.99815,32319
2020/dhc/tract,state=48; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:37.754787,131024
2020/dhc/tract,state=49; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:38.588141,13604
2020/dhc/tract,state=50; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:39.320835,3667
2020/dhc/tract,state=51; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:40.682488,41762
2020/dhc/tract,state=53; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:41.706163,33896
2020/dhc/tract,state=54; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:42.61008,10374
2020/dhc/tract,state=55; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:43.715638,29298
2020/dhc/tract,state=56; vars=P1_001N;P5_004N;P5_010N;P5_003N;P13_001N;P12_020N;P12_021N;P12_022N;P12_023N;P12_024N;P12_025N;P12_044N;P12_045N;P12_046N;P12_047N;P12_048N;P12_049N;H4_004N;H4_001N,2026-07-24 14:52:44.554954,3040
2000/sf3/state,P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:52:45.757984,1617
2000/sf3/county,P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:52:55.358662,102597
2000/sf3/tract,state=01; vars=P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:52:56.394713,35673
2000/sf3/tract,state=04; vars=P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:52:57.449051,36531
2000/sf3/tract,state=05; vars=P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:52:58.524888,20592
2000/sf3/tract,state=06; vars=P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:53:02.696271,232617
2000/sf3/tract,state=08; vars=P053001;P087002;P087001;P037003;P037004;P037005;P037006;P037007;P037008;P037009;P037010;P037011;P037020;P037021;P037022;P037023;P037024;P037025;P037026;P037027;P037028;P037001;P043007;P043014;P043005;P043012;H020005;H020006;H020007;H020011;H020012;H020013;H020001,2026-07-24 14:53:03.642783,35046
